,y,x,osmid,ref,highway,geometry
5094913493,1.4026597,103.8914234,5094913493,,,POINT (103.8914234 1.4026597)
5094913494,1.4027642,103.8912292,5094913494,,,POINT (103.8912292 1.4027642)
5098730603,1.4100661,103.9025368,5098730603,,,POINT (103.9025368 1.4100661)
5098730620,1.4103821,103.9004677,5098730620,,,POINT (103.9004677 1.4103821)
5103941180,1.4052904,103.9043806,5103941180,,,POINT (103.9043806 1.4052904)
5104015288,1.3956252,103.8958494,5104015288,,,POINT (103.8958494 1.3956252)
5104015823,1.3931411,103.8944668,5104015823,,,POINT (103.8944668 1.3931411)
5104038786,1.3877576,103.90013,5104038786,,,POINT (103.90013 1.3877576)
5104039624,1.3906018,103.8976231,5104039624,,traffic_signals,POINT (103.8976231 1.3906018)
5104039657,1.3895637,103.8979227,5104039657,,,POINT (103.8979227 1.3895637)
5104170853,1.3857908,103.8994864,5104170853,,,POINT (103.8994864 1.3857908)
5104190511,1.3866816,103.9006013,5104190511,,,POINT (103.9006013 1.3866816)
5104278683,1.3867364,103.9040078,5104278683,,,POINT (103.9040078 1.3867364)
5113163862,1.3979467,103.8953495,5113163862,,,POINT (103.8953495 1.3979467)
5145354145,1.3992721,103.896199,5145354145,,,POINT (103.896199 1.3992721)
5145354146,1.399634,103.8976752,5145354146,,,POINT (103.8976752 1.399634)
5145415710,1.39312,103.8939179,5145415710,,,POINT (103.8939179 1.39312)
5145439302,1.3996311,103.9052668,5145439302,,,POINT (103.9052668 1.3996311)
5145439303,1.399877,103.904783,5145439303,,,POINT (103.904783 1.399877)
5145526460,1.3910648,103.9064665,5145526460,,,POINT (103.9064665 1.3910648)
5145526461,1.3893754,103.9066133,5145526461,,,POINT (103.9066133 1.3893754)
5145526462,1.3885699,103.9062482,5145526462,,,POINT (103.9062482 1.3885699)
5145526463,1.3877385,103.9052501,5145526463,,,POINT (103.9052501 1.3877385)
5145526464,1.3877715,103.9051101,5145526464,,,POINT (103.9051101 1.3877715)
5145526465,1.3874964,103.9046845,5145526465,,,POINT (103.9046845 1.3874964)
5145546084,1.3983651,103.9129861,5145546084,,,POINT (103.9129861 1.3983651)
5145630360,1.4027157,103.8912799,5145630360,,,POINT (103.8912799 1.4027157)
5145630361,1.4028053,103.8911931,5145630361,,,POINT (103.8911931 1.4028053)
5145706989,1.3982158,103.9070108,5145706989,,,POINT (103.9070108 1.3982158)
5145706990,1.3983065,103.9069941,5145706990,,,POINT (103.9069941 1.3983065)
5145706991,1.4028057,103.8993867,5145706991,,,POINT (103.8993867 1.4028057)
5145738811,1.3967739,103.9062894,5145738811,,,POINT (103.9062894 1.3967739)
5145738812,1.3967507,103.9062897,5145738812,,,POINT (103.9062897 1.3967507)
5145788068,1.3897764,103.8973846,5145788068,,,POINT (103.8973846 1.3897764)
5148242803,1.4111416,103.8909107,5148242803,,,POINT (103.8909107 1.4111416)
5148242804,1.4162931,103.8943734,5148242804,,,POINT (103.8943734 1.4162931)
5148242805,1.4161845,103.8944005,5148242805,,,POINT (103.8944005 1.4161845)
5148242806,1.4162503,103.8943776,5148242806,,,POINT (103.8943776 1.4162503)
5148242807,1.4193296,103.8925441,5148242807,,,POINT (103.8925441 1.4193296)
5148252369,1.416552,103.902694,5148252369,,,POINT (103.902694 1.416552)
5148252370,1.4124125,103.9005569,5148252370,,,POINT (103.9005569 1.4124125)
5148252371,1.4066246,103.8980176,5148252371,,,POINT (103.8980176 1.4066246)
5148252372,1.4061383,103.8973204,5148252372,,,POINT (103.8973204 1.4061383)
5148302218,1.4193294,103.9071552,5148302218,,,POINT (103.9071552 1.4193294)
5148302219,1.4190724,103.9070231,5148302219,,,POINT (103.9070231 1.4190724)
5148302220,1.4188773,103.9050107,5148302220,,,POINT (103.9050107 1.4188773)
5177230411,1.3937478,103.8922643,5177230411,,,POINT (103.8922643 1.3937478)
5177230416,1.3909776,103.8965129,5177230416,,,POINT (103.8965129 1.3909776)
5177230428,1.3891696,103.8934262,5177230428,,,POINT (103.8934262 1.3891696)
5177257752,1.4008596,103.9034421,5177257752,,,POINT (103.9034421 1.4008596)
5177257753,1.4017782,103.9057738,5177257753,,,POINT (103.9057738 1.4017782)
5177262969,1.3858189,103.8936513,5177262969,,,POINT (103.8936513 1.3858189)
5177263012,1.3972983,103.8969193,5177263012,,,POINT (103.8969193 1.3972983)
5177263019,1.3972985,103.8979367,5177263019,,,POINT (103.8979367 1.3972985)
5177279656,1.4023108,103.9072297,5177279656,,,POINT (103.9072297 1.4023108)
5177279659,1.4023613,103.9071575,5177279659,,,POINT (103.9071575 1.4023613)
5177282024,1.4045036,103.9002214,5177282024,,,POINT (103.9002214 1.4045036)
5177282025,1.4043828,103.9001752,5177282025,,,POINT (103.9001752 1.4043828)
5177282039,1.4023821,103.9026262,5177282039,,,POINT (103.9026262 1.4023821)
5177282040,1.4023438,103.9025131,5177282040,,,POINT (103.9025131 1.4023438)
5177282042,1.401812,103.9014912,5177282042,,,POINT (103.9014912 1.401812)
5177288927,1.3997249,103.9015177,5177288927,,,POINT (103.9015177 1.3997249)
5177288948,1.4054936,103.9044941,5177288948,,,POINT (103.9044941 1.4054936)
5177295449,1.39454,103.9001821,5177295449,,,POINT (103.9001821 1.39454)
5177295507,1.3938538,103.8987438,5177295507,,,POINT (103.8987438 1.3938538)
5177295508,1.3879696,103.9041929,5177295508,,,POINT (103.9041929 1.3879696)
5177295518,1.3936365,103.9029478,5177295518,,,POINT (103.9029478 1.3936365)
5177295520,1.3936582,103.9028895,5177295520,,,POINT (103.9028895 1.3936582)
5177295837,1.3994872,103.9019259,5177295837,,,POINT (103.9019259 1.3994872)
5177326134,1.3993423,103.9079908,5177326134,,,POINT (103.9079908 1.3993423)
5177326135,1.3993553,103.9079554,5177326135,,,POINT (103.9079554 1.3993553)
5177326137,1.3901621,103.8996734,5177326137,,,POINT (103.8996734 1.3901621)
5177330355,1.4002832,103.9085415,5177330355,,,POINT (103.9085415 1.4002832)
5177330356,1.4002137,103.9084941,5177330356,,,POINT (103.9084941 1.4002137)
5177330385,1.4020768,103.907324,5177330385,,,POINT (103.907324 1.4020768)
5177330397,1.4020051,103.9060055,5177330397,,,POINT (103.9060055 1.4020051)
5177334300,1.3971832,103.9064702,5177334300,,,POINT (103.9064702 1.3971832)
5178320479,1.3871004,103.9071127,5178320479,,,POINT (103.9071127 1.3871004)
5178339678,1.3897612,103.9067373,5178339678,,,POINT (103.9067373 1.3897612)
5178349591,1.3918671,103.9051371,5178349591,,,POINT (103.9051371 1.3918671)
5178349592,1.3918722,103.9053057,5178349592,,,POINT (103.9053057 1.3918722)
5178349593,1.3918705,103.9053552,5178349593,,,POINT (103.9053552 1.3918705)
5178349594,1.3918563,103.905418,5178349594,,,POINT (103.905418 1.3918563)
5178349595,1.3918201,103.9055408,5178349595,,,POINT (103.9055408 1.3918201)
5178349596,1.3912488,103.9047766,5178349596,,,POINT (103.9047766 1.3912488)
5178349597,1.3911931,103.9047665,5178349597,,,POINT (103.9047665 1.3911931)
5178349613,1.3907326,103.9046829,5178349613,,,POINT (103.9046829 1.3907326)
5178356817,1.3882217,103.8959162,5178356817,,,POINT (103.8959162 1.3882217)
5178357125,1.3865488,103.8961182,5178357125,,,POINT (103.8961182 1.3865488)
5178381728,1.3865294,103.9007875,5178381728,,,POINT (103.9007875 1.3865294)
5178381736,1.3885793,103.9031206,5178381736,,,POINT (103.9031206 1.3885793)
5178392191,1.4036522,103.8950709,5178392191,,,POINT (103.8950709 1.4036522)
5178392192,1.4037281,103.894964,5178392192,,,POINT (103.894964 1.4037281)
5178392193,1.4037717,103.8949252,5178392193,,,POINT (103.8949252 1.4037717)
5178392194,1.4039893,103.8948543,5178392194,,,POINT (103.8948543 1.4039893)
5178392195,1.4039029,103.8947783,5178392195,,,POINT (103.8947783 1.4039029)
5178392196,1.4038612,103.8947467,5178392196,,,POINT (103.8947467 1.4038612)
5178392197,1.4038281,103.8947097,5178392197,,,POINT (103.8947097 1.4038281)
5178392198,1.4037597,103.8946242,5178392198,,,POINT (103.8946242 1.4037597)
5178392199,1.4037389,103.8944827,5178392199,,,POINT (103.8944827 1.4037389)
5178392200,1.4036446,103.8945508,5178392200,,,POINT (103.8945508 1.4036446)
5178392201,1.4036135,103.8945915,5178392201,,,POINT (103.8945915 1.4036135)
5178392202,1.4035819,103.8946215,5178392202,,,POINT (103.8946215 1.4035819)
5178392203,1.4035363,103.8946509,5178392203,,,POINT (103.8946509 1.4035363)
5178392204,1.4033667,103.8947049,5178392204,,,POINT (103.8947049 1.4033667)
5178392205,1.4035374,103.8953179,5178392205,,,POINT (103.8953179 1.4035374)
5178392206,1.4035266,103.8950564,5178392206,,,POINT (103.8950564 1.4035266)
5178392207,1.4035293,103.8949639,5178392207,,,POINT (103.8949639 1.4035293)
5178392208,1.4035092,103.8949089,5178392208,,,POINT (103.8949089 1.4035092)
5178392209,1.4034067,103.8948023,5178392209,,,POINT (103.8948023 1.4034067)
5178399567,1.4029135,103.8910585,5178399567,,,POINT (103.8910585 1.4029135)
5178399571,1.4021531,103.8948055,5178399571,,,POINT (103.8948055 1.4021531)
5178399572,1.4021911,103.8947605,5178399572,,,POINT (103.8947605 1.4021911)
5178399573,1.4022393,103.8947304,5178399573,,,POINT (103.8947304 1.4022393)
5178399574,1.4023582,103.8946803,5178399574,,,POINT (103.8946803 1.4023582)
5178399575,1.4023732,103.8945931,5178399575,,,POINT (103.8945931 1.4023732)
5178399576,1.4023357,103.8945544,5178399576,,,POINT (103.8945544 1.4023357)
5178399577,1.4022808,103.8944898,5178399577,,,POINT (103.8944898 1.4022808)
5178399578,1.402216,103.8944025,5178399578,,,POINT (103.8944025 1.402216)
5178419688,1.3952407,103.8992132,5178419688,,,POINT (103.8992132 1.3952407)
5178419689,1.395234,103.8991291,5178419689,,,POINT (103.8991291 1.395234)
5178419690,1.3952913,103.8992253,5178419690,,,POINT (103.8992253 1.3952913)
5178419691,1.3953153,103.8991562,5178419691,,,POINT (103.8991562 1.3953153)
5181566596,1.4064628,103.897064,5181566596,,,POINT (103.897064 1.4064628)
5181566597,1.4065556,103.8973795,5181566597,,,POINT (103.8973795 1.4065556)
5181566598,1.4066414,103.8975082,5181566598,,,POINT (103.8975082 1.4066414)
5181566599,1.4068171,103.897665,5181566599,,,POINT (103.897665 1.4068171)
5198082611,1.4039713,103.8924403,5198082611,,,POINT (103.8924403 1.4039713)
5217186134,1.3977563,103.9188744,5217186134,,,POINT (103.9188744 1.3977563)
5217186135,1.3979493,103.9189455,5217186135,,,POINT (103.9189455 1.3979493)
5217186136,1.3968411,103.920343,5217186136,,,POINT (103.920343 1.3968411)
5217186137,1.3967582,103.9203932,5217186137,,,POINT (103.9203932 1.3967582)
5217186138,1.3966911,103.9203815,5217186138,,,POINT (103.9203815 1.3966911)
5217186139,1.3966187,103.9202881,5217186139,,,POINT (103.9202881 1.3966187)
5217186140,1.396631,103.9202134,5217186140,,,POINT (103.9202134 1.396631)
5217186141,1.3969175,103.9201008,5217186141,,,POINT (103.9201008 1.3969175)
5217186142,1.3968766,103.9201212,5217186142,,,POINT (103.9201212 1.3968766)
5217186143,1.3973324,103.9196215,5217186143,,,POINT (103.9196215 1.3973324)
5217186144,1.3972099,103.9197896,5217186144,,,POINT (103.9197896 1.3972099)
5217190601,1.3937776,103.9170198,5217190601,,,POINT (103.9170198 1.3937776)
5218349037,1.3927356,103.9139104,5218349037,,,POINT (103.9139104 1.3927356)
5218349038,1.392859,103.9137309,5218349038,,,POINT (103.9137309 1.392859)
5218349039,1.3929708,103.9135587,5218349039,,,POINT (103.9135587 1.3929708)
5218349040,1.3929883,103.913498,5218349040,,,POINT (103.913498 1.3929883)
5218349041,1.3929813,103.9134431,5218349041,,,POINT (103.9134431 1.3929813)
5218349042,1.3929556,103.9133929,5218349042,,,POINT (103.9133929 1.3929556)
5218349043,1.3929614,103.9133509,5218349043,,,POINT (103.9133509 1.3929614)
5218349044,1.392869,103.9132952,5218349044,,,POINT (103.9132952 1.392869)
5218349045,1.393124,103.9133425,5218349045,,,POINT (103.9133425 1.393124)
5218349046,1.3930743,103.9133344,5218349046,,,POINT (103.9133344 1.3930743)
5218349047,1.3928893,103.9132191,5218349047,,,POINT (103.9132191 1.3928893)
5218349048,1.3931018,103.9134577,5218349048,,,POINT (103.9134577 1.3931018)
5218349049,1.3923839,103.9129346,5218349049,,,POINT (103.9129346 1.3923839)
5218349050,1.390853,103.9117436,5218349050,,,POINT (103.9117436 1.390853)
5218349051,1.390799,103.9117303,5218349051,,,POINT (103.9117303 1.390799)
5218349052,1.3907442,103.9117171,5218349052,,,POINT (103.9117171 1.3907442)
5218349053,1.3907026,103.9116923,5218349053,,,POINT (103.9116923 1.3907026)
5218349054,1.3906787,103.9116596,5218349054,,,POINT (103.9116596 1.3906787)
5218349055,1.390668,103.9116188,5218349055,,,POINT (103.9116188 1.390668)
5218349056,1.3906753,103.9115712,5218349056,,,POINT (103.9115712 1.3906753)
5218349057,1.3906973,103.91153,5218349057,,,POINT (103.91153 1.3906973)
5218349058,1.3907265,103.9115021,5218349058,,,POINT (103.9115021 1.3907265)
5218349059,1.3907689,103.9114852,5218349059,,,POINT (103.9114852 1.3907689)
5218349060,1.3908017,103.9114844,5218349060,,,POINT (103.9114844 1.3908017)
5218349061,1.3908353,103.9114967,5218349061,,,POINT (103.9114967 1.3908353)
5218349062,1.3908645,103.9115277,5218349062,,,POINT (103.9115277 1.3908645)
5218349063,1.3908981,103.9115976,5218349063,,,POINT (103.9115976 1.3908981)
5218349064,1.3909352,103.9116631,5218349064,,,POINT (103.9116631 1.3909352)
5218349065,1.3918116,103.9125084,5218349065,,traffic_signals,POINT (103.9125084 1.3918116)
5218349066,1.3918931,103.9125736,5218349066,,traffic_signals,POINT (103.9125736 1.3918931)
5218349067,1.390892,103.9117644,5218349067,,,POINT (103.9117644 1.390892)
5218349068,1.3912116,103.9132376,5218349068,,,POINT (103.9132376 1.3912116)
5218349074,1.3912938,103.9133166,5218349074,,,POINT (103.9133166 1.3912938)
5218349075,1.3911379,103.9135174,5218349075,,,POINT (103.9135174 1.3911379)
5218349076,1.3912008,103.9134363,5218349076,,,POINT (103.9134363 1.3912008)
5218349078,1.3910031,103.9134651,5218349078,,,POINT (103.9134651 1.3910031)
5218349080,1.3909562,103.9135268,5218349080,,traffic_signals,POINT (103.9135268 1.3909562)
5218349081,1.391871,103.9124364,5218349081,,traffic_signals,POINT (103.9124364 1.391871)
5218361607,1.3895772,103.9092155,5218361607,,,POINT (103.9092155 1.3895772)
5218361608,1.3894686,103.9092563,5218361608,,,POINT (103.9092563 1.3894686)
5218361609,1.3891899,103.9092503,5218361609,,,POINT (103.9092503 1.3891899)
5218361610,1.3913258,103.9130947,5218361610,,,POINT (103.9130947 1.3913258)
5218361611,1.3913795,103.9130298,5218361611,,,POINT (103.9130298 1.3913795)
5218361612,1.3920921,103.9125949,5218361612,,,POINT (103.9125949 1.3920921)
5218373409,1.3903182,103.9086517,5218373409,,,POINT (103.9086517 1.3903182)
5218373927,1.3893078,103.9092688,5218373927,,,POINT (103.9092688 1.3893078)
5218386775,1.3934908,103.9096929,5218386775,,,POINT (103.9096929 1.3934908)
5218396220,1.3936573,103.9097085,5218396220,,,POINT (103.9097085 1.3936573)
5218398221,1.3936055,103.9097782,5218398221,,,POINT (103.9097782 1.3936055)
5218398223,1.3938751,103.9098601,5218398223,,,POINT (103.9098601 1.3938751)
5218398224,1.3938179,103.909936,5218398224,,,POINT (103.909936 1.3938179)
5218398245,1.3933665,103.9096112,5218398245,,,POINT (103.9096112 1.3933665)
5218413678,1.39251,103.9160772,5218413678,,,POINT (103.9160772 1.39251)
5218413679,1.3924578,103.915971,5218413679,,,POINT (103.915971 1.3924578)
5218413683,1.3930261,103.9152534,5218413683,,,POINT (103.9152534 1.3930261)
5218413684,1.3929845,103.9152642,5218413684,,,POINT (103.9152642 1.3929845)
5218413685,1.3929445,103.9152788,5218413685,,,POINT (103.9152788 1.3929445)
5218413686,1.3928729,103.9152719,5218413686,,,POINT (103.9152719 1.3928729)
5218413687,1.3928836,103.915221,5218413687,,,POINT (103.915221 1.3928836)
5218413688,1.3928829,103.9151733,5218413688,,,POINT (103.9151733 1.3928829)
5218413689,1.3928444,103.9150269,5218413689,,,POINT (103.9150269 1.3928444)
5218413690,1.3925705,103.9157354,5218413690,,,POINT (103.9157354 1.3925705)
5218413691,1.3928318,103.9153849,5218413691,,,POINT (103.9153849 1.3928318)
5218422733,1.3950568,103.9166348,5218422733,,,POINT (103.9166348 1.3950568)
5218422734,1.3956857,103.917078,5218422734,,,POINT (103.917078 1.3956857)
5218422743,1.3945554,103.9180531,5218422743,,,POINT (103.9180531 1.3945554)
5218489128,1.3930598,103.9137421,5218489128,,,POINT (103.9137421 1.3930598)
5218493092,1.3987076,103.9175663,5218493092,,,POINT (103.9175663 1.3987076)
5218493097,1.3987593,103.917492,5218493097,,,POINT (103.917492 1.3987593)
5218518289,1.3989872,103.9171648,5218518289,,,POINT (103.9171648 1.3989872)
5218518309,1.399954,103.9158193,5218518309,,,POINT (103.9158193 1.399954)
5218598430,1.4062487,103.9127606,5218598430,,,POINT (103.9127606 1.4062487)
5218598433,1.4055866,103.9123015,5218598433,,,POINT (103.9123015 1.4055866)
5218598442,1.4061346,103.9128349,5218598442,,,POINT (103.9128349 1.4061346)
5218598455,1.4054443,103.9123351,5218598455,,,POINT (103.9123351 1.4054443)
5218598456,1.4032839,103.9165704,5218598456,,,POINT (103.9165704 1.4032839)
5218598494,1.4026332,103.9162513,5218598494,,,POINT (103.9162513 1.4026332)
5218598508,1.4000455,103.9199941,5218598508,,,POINT (103.9199941 1.4000455)
5218598723,1.3997277,103.9140204,5218598723,,,POINT (103.9140204 1.3997277)
5218598732,1.3993241,103.9137324,5218598732,,,POINT (103.9137324 1.3993241)
5218598733,1.3989307,103.9134516,5218598733,,,POINT (103.9134516 1.3989307)
5218598735,1.3988623,103.9134027,5218598735,,,POINT (103.9134027 1.3988623)
5218598740,1.4047697,103.9090723,5218598740,,,POINT (103.9090723 1.4047697)
5218598757,1.4023182,103.9099899,5218598757,,,POINT (103.9099899 1.4023182)
5218598764,1.4018092,103.9096253,5218598764,,,POINT (103.9096253 1.4018092)
5218598765,1.4017525,103.9097033,5218598765,,,POINT (103.9097033 1.4017525)
5218598771,1.4046704,103.9095852,5218598771,,,POINT (103.9095852 1.4046704)
5218598785,1.4043211,103.9100828,5218598785,,,POINT (103.9100828 1.4043211)
5218598789,1.4016311,103.9138087,5218598789,,,POINT (103.9138087 1.4016311)
5218598797,1.4015463,103.9153359,5218598797,,,POINT (103.9153359 1.4015463)
5218598809,1.3993815,103.9169179,5218598809,,,POINT (103.9169179 1.3993815)
5218614068,1.4032577,103.9166952,5218614068,,,POINT (103.9166952 1.4032577)
5218627748,1.3912661,103.9261847,5218627748,,,POINT (103.9261847 1.3912661)
5218627761,1.384578,103.9228952,5218627761,,,POINT (103.9228952 1.384578)
5218627777,1.387159,103.9233732,5218627777,,,POINT (103.9233732 1.387159)
5218630576,1.3894009,103.9244179,5218630576,,,POINT (103.9244179 1.3894009)
5218668699,1.391945,103.8969937,5218668699,,,POINT (103.8969937 1.391945)
5218714341,1.4165403,103.8944884,5218714341,,,POINT (103.8944884 1.4165403)
5218714348,1.4159558,103.8936406,5218714348,,,POINT (103.8936406 1.4159558)
5218714349,1.4160418,103.8939206,5218714349,,,POINT (103.8939206 1.4160418)
5218714350,1.4160275,103.8940028,5218714350,,,POINT (103.8940028 1.4160275)
5218714352,1.416015,103.8940833,5218714352,,,POINT (103.8940833 1.416015)
5218714354,1.4157127,103.8932757,5218714354,,,POINT (103.8932757 1.4157127)
